date,close
2024-09-05,92.7771503301652
2024-09-06,92.41060676998845
2024-09-09,93.06105741310436
2024-09-10,94.49181044546204
2024-09-11,93.45208674042507
2024-09-12,94.04621475561453
2024-09-13,94.63796536975492
2024-09-16,91.6289058164564
2024-09-17,94.2949150640896
2024-09-18,96.15199629122874
2024-09-19,95.43666160275615
2024-09-20,95.67726815730745
2024-09-23,97.35745669708626
2024-09-24,97.41025436360736
2024-09-25,97.50298645356212
2024-09-26,95.03105170669755
2024-09-27,96.80478904233789
2024-09-30,97.68166235793494
2024-10-01,98.89354493538407
2024-10-02,96.23108455087602
2024-10-03,100.41984272416381
2024-10-04,101.39737545304502
2024-10-07,101.17200928215529
2024-10-08,106.45833850218169
2024-10-09,107.02337084207929
2024-10-10,104.31595263446586
2024-10-11,104.04268925420972
2024-10-14,99.55899248643262
2024-10-15,102.52729782676386
2024-10-16,102.23342201405815
2024-10-17,101.21171123691626
2024-10-18,104.2822138027304
2024-10-21,101.19700451819651
2024-10-22,103.04240516579561
2024-10-23,99.0887070736504
2024-10-24,98.2720817392813
2024-10-25,96.3068204124023
2024-10-28,100.08247601811401
2024-10-29,104.7045052531708
2024-10-30,104.60454961371764
2024-10-31,107.22990549203786
2024-11-01,107.4802897460949
2024-11-04,109.51886774535949
2024-11-05,108.39981970648019
2024-11-06,105.06035187756346
2024-11-07,101.6117111621627
2024-11-08,103.1185686491176
2024-11-11,109.02950904447007
2024-11-12,110.3699194703001
2024-11-13,109.79207261192802
2024-11-14,115.23168392490442
2024-11-15,116.56597091181042
2024-11-18,117.56377306519846
2024-11-19,118.96503751323128
2024-11-20,119.36778422580079
2024-11-21,119.30614931141065
2024-11-22,116.32821994890483
2024-11-25,118.36148929340911
2024-11-26,118.86047803903735
2024-11-27,122.79180065819726
2024-11-28,122.5682771009712
2024-11-29,118.27590852945585
2024-12-02,118.76190263379914
2024-12-03,124.06461177950963
2024-12-04,123.79898796303691
2024-12-05,122.1652133016734
2024-12-06,119.7501292034392
2024-12-09,117.75414652203231
2024-12-10,117.717382270299
2024-12-11,115.42478222374885
2024-12-12,120.04409621155419
2024-12-13,120.0529829628471
2024-12-16,121.09985288223969
2024-12-17,125.7818059074792
2024-12-18,130.83195528436437
2024-12-19,131.04301025563737
2024-12-20,132.83676267823324
2024-12-23,135.85438485014163
2024-12-24,136.13306055744624
2024-12-25,131.737131974119
2024-12-26,134.49190880091356
2024-12-27,138.03010200420312
2024-12-30,140.17685156296656
2024-12-31,138.22445784121146
2025-01-01,138.4983303838908
2025-01-02,137.57281437916262
2025-01-03,137.53132238812904
2025-01-06,142.40500788650098
2025-01-07,148.20818185663956
2025-01-08,151.3563698268118
2025-01-09,154.16161735556875
2025-01-10,157.46124346413404
2025-01-13,158.41244261328555
2025-01-14,159.14717985151222
2025-01-15,157.79571302392938
2025-01-16,158.5966455349671
2025-01-17,167.733262382603
2025-01-20,172.05012529236174
2025-01-21,171.8378479152086
2025-01-22,171.13640056068755
2025-01-23,168.97218647900982
2025-01-24,171.44495852307352
2025-01-27,174.01965982030478
2025-01-28,169.64560851929159
2025-01-29,172.55274903127687
2025-01-30,171.47999160473105
2025-01-31,178.0646096028521
2025-02-03,179.80789462394654
2025-02-04,187.91149702565096
2025-02-05,187.2012616404621
2025-02-06,187.19309169067785
2025-02-07,189.62120897773764
2025-02-10,195.3028262989045
2025-02-11,198.9975922918507
2025-02-12,194.8923198928682
2025-02-13,196.91319897739783
2025-02-14,198.25308133548515
2025-02-17,197.6300592634183
2025-02-18,196.06193036856538
2025-02-19,205.03265955817173
2025-02-20,204.5623420832868
2025-02-21,202.0579391566913
2025-02-24,206.20338088962257
2025-02-25,208.10206877954658
2025-02-26,209.0665810978896
2025-02-27,214.03368569688553
2025-02-28,217.71245385269933
2025-03-03,220.83931478083807
2025-03-04,226.99767310569564
2025-03-05,229.86030840060857
2025-03-06,228.19293750908702
2025-03-07,227.81030356606425
2025-03-10,226.63570189421458
2025-03-11,229.120892165734
2025-03-12,225.16334385036848
2025-03-13,217.63182126584428
2025-03-14,219.43063119778603
2025-03-17,214.41742538044716
2025-03-18,206.700975139467
2025-03-19,209.72108118974515
2025-03-20,207.76908490547135
2025-03-21,211.3750523925662
2025-03-24,210.23948254884198
2025-03-25,206.40827049317366
2025-03-26,202.10567804291398
2025-03-27,201.0903524715336
2025-03-28,201.14617883383585
2025-03-31,198.78180805899262
2025-04-01,198.80320358531412
2025-04-02,193.41016859763104
2025-04-03,194.6929920210578
2025-04-04,188.34128205572412
2025-04-07,188.7234676924055
2025-04-08,192.85050083275365
2025-04-09,198.78621222615556
2025-04-10,207.72982222758574
2025-04-11,202.0049045467155
2025-04-14,206.70154328506013
2025-04-15,213.60022121699393
2025-04-16,219.63572925427079
2025-04-17,216.54909218991511
2025-04-18,219.8991005529508
2025-04-21,230.53023693563617
2025-04-22,224.4681923533575
2025-04-23,228.26459167139777
2025-04-24,235.39567886374888
2025-04-25,233.27892421668477
2025-04-28,237.78150016080588
2025-04-29,233.71082295121838
2025-04-30,231.02084960839983
2025-05-01,228.33736367612352
2025-05-02,230.75279164810246
2025-05-05,231.74494342593098
2025-05-06,238.154571083581
2025-05-07,234.7510949020238
2025-05-08,235.5515344389088
2025-05-09,242.1035199592444
2025-05-12,246.65596277095105
2025-05-13,241.0837526636539
2025-05-14,246.18194518492675
2025-05-15,245.14201245261498
2025-05-16,248.78975705521032
2025-05-19,252.02169151989716
2025-05-20,260.5076371987452
2025-05-21,262.82502285227383
2025-05-22,253.91429041153896
2025-05-23,247.93134135049812
2025-05-26,253.5419408363167
2025-05-27,253.69640560565202
2025-05-28,261.76989105835895
2025-05-29,265.0115725283427
2025-05-30,262.32548719760194
2025-06-02,270.3428587093791
2025-06-03,267.2595418260912
2025-06-04,257.071504376389
2025-06-05,270.7104439040791
2025-06-06,261.20493823596667
2025-06-09,266.5597410665932
2025-06-10,273.8403104787118
2025-06-11,276.46177860572436
2025-06-12,268.09190463515466
2025-06-13,275.8761903982293
2025-06-16,268.9512722937606
2025-06-17,262.76560324940414
2025-06-18,262.3285408804242
2025-06-19,268.6036285613511
2025-06-20,272.0895664736969
2025-06-23,278.734636175759
2025-06-24,277.76961348555034
2025-06-25,278.4660115601225
2025-06-26,273.300248725081
2025-06-27,273.1147303393057
2025-06-30,278.44840598128263
2025-07-01,278.3637104946215
2025-07-02,283.06616855047486
2025-07-03,281.2828226382237
2025-07-04,279.39317966938177
2025-07-07,281.3990440907699
2025-07-08,281.96370476486806
2025-07-09,287.4654942388004
2025-07-10,290.416825354806
2025-07-11,303.6564123929408
2025-07-14,304.1010240767535
2025-07-15,304.4943114785047
2025-07-16,299.4841586696021
2025-07-17,301.5255152742993
2025-07-18,308.0212821647216
2025-07-21,304.958095670457
2025-07-22,306.547766314897
2025-07-23,313.397965403601
2025-07-24,314.4967801597298
2025-07-25,312.8878498073606
2025-07-28,321.6760135239944
2025-07-29,324.39804697135287
2025-07-30,329.30610298816475
2025-07-31,340.03562102488405
2025-08-01,350.9133516379092
2025-08-04,350.44116810908844
2025-08-05,348.60008912082424
2025-08-06,353.001457840242
2025-08-07,354.1933188489462
2025-08-08,341.8383330796666
2025-08-11,353.78446602834407
2025-08-12,356.16917384135655
2025-08-13,364.2710167743578
2025-08-14,357.2321959826938
2025-08-15,369.8207611996102
2025-08-18,367.3696929805675
2025-08-19,368.8138350775842
2025-08-20,359.873529766584
2025-08-21,360.81731255123003
2025-08-22,361.26367226781696
2025-08-25,362.0644213301233
2025-08-26,367.88164195715154
2025-08-27,370.69546315188205
2025-08-28,381.12983476859563
2025-08-29,379.6055214885609
2025-09-01,373.7220217442445
2025-09-02,375.9228456478724
2025-09-03,383.5615191358132
2025-09-04,396.69754677304485
2025-09-05,406.4140292694188
2025-09-08,393.3991413567267
2025-09-09,399.17982665120843
2025-09-10,414.81481396694454
2025-09-11,418.00812528035755
2025-09-12,415.8979581708597
2025-09-15,421.37934188285675
2025-09-16,419.3702391629733
2025-09-17,427.9929170956983
2025-09-18,430.57123034108974
2025-09-19,446.7730618630619
2025-09-22,454.5608718401172
2025-09-23,450.2029020094755
2025-09-24,459.11111632206655
2025-09-25,471.6213896702499
2025-09-26,468.6998082766623
2025-09-29,467.26054791198095
2025-09-30,446.95816070630656
2025-10-01,458.80804652160987
2025-10-02,455.77229346392926
2025-10-03,437.72621782691016
2025-10-06,423.67754786706325
2025-10-07,424.2656379507224
2025-10-08,434.14834502967045
2025-10-09,436.0334080661331
2025-10-10,443.36350056964
2025-10-13,435.4800502284702
2025-10-14,425.4855315676086
2025-10-15,436.59622744774504
2025-10-16,444.1347391455461
2025-10-17,446.63816375500767
2025-10-20,462.3151627729485
2025-10-21,455.5988194843145
2025-10-22,454.25503111988854
2025-10-23,467.5615293572551
2025-10-24,489.92603552673745
2025-10-27,493.1097650972789
2025-10-28,514.9002666888284
2025-10-29,511.32735062421403
2025-10-30,518.3011744439759
2025-10-31,519.5818605794225
2025-11-03,504.90733091718954
2025-11-04,510.98606163320477
2025-11-05,524.8722018671646
2025-11-06,526.465043326586
2025-11-07,528.9674631763535
2025-11-10,548.8709368500989
2025-11-11,537.3564363345519
2025-11-12,523.222439219451
2025-11-13,519.0030853625059
2025-11-14,508.7089920431949
2025-11-17,527.308883626743
2025-11-18,534.2648318825023
2025-11-19,527.5130524877932
2025-11-20,523.7146992743136
2025-11-21,561.259041620516
2025-11-24,557.2715085650836
2025-11-25,551.465912478191
2025-11-26,558.6743734794675
2025-11-27,570.1504896509008
2025-11-28,576.554196524535
2025-12-01,568.7105341329427
2025-12-02,557.8898063899297
2025-12-03,568.8225695701523
2025-12-04,571.7308704168976
2025-12-05,554.9338128777042
2025-12-08,573.0098311647171
2025-12-09,586.5465966788203
2025-12-10,587.1281576107641
2025-12-11,587.4606808902031
2025-12-12,594.1866136932283
2025-12-15,588.9676347472798
2025-12-16,575.3625478095481
2025-12-17,583.1169416122511
2025-12-18,568.5105377826508
2025-12-19,577.0378373297187
2025-12-22,562.5574586179159
2025-12-23,564.8739878742743
2025-12-24,566.7455840347802
2025-12-25,593.1339998399759
2025-12-26,583.0633902354048
2025-12-29,568.7603142496421
2025-12-30,564.27132348465
2025-12-31,553.9669865785999
2026-01-01,550.2772935220407
2026-01-02,558.9007701558122
2026-01-05,572.0620412425714
2026-01-06,597.0792184383971
2026-01-07,591.1885301771042
2026-01-08,630.4758323122303
2026-01-09,662.734794896808
2026-01-12,663.9383603533823
2026-01-13,635.2826870865518
2026-01-14,638.124628744066
2026-01-15,643.1775268644502
2026-01-16,615.3119062493032
2026-01-19,620.2022324674987
2026-01-20,621.3746579746596
2026-01-21,614.5808970160031
2026-01-22,627.0450644010846
2026-01-23,645.1146655048668
2026-01-26,642.279893285303
2026-01-27,649.6051623444756
2026-01-28,644.35596637077
2026-01-29,637.2984028585751
2026-01-30,642.4435323889043
2026-02-02,653.9861679992002
2026-02-03,650.0087081829155
2026-02-04,623.019006756349
2026-02-05,635.0833783805892
2026-02-06,617.0339362560344
